data_set;fs_method;learner;ensemble_model_name;positive_class;feature_x_value;probability;novelty
development;mrmr;xgboost_tree;ensemble.1.1;2;10.6782165594268;0.0493787843734026;0.515848514159979
development;mrmr;xgboost_tree;ensemble.1.1;0;10.7828215001119;0.87803852558136;0.516545196991361
development;mrmr;xgboost_tree;ensemble.1.1;1;10.7828215001119;0.0644337013363838;0.516545196991361
development;mrmr;xgboost_tree;ensemble.1.1;2;10.7828215001119;0.0575277619063854;0.516545196991361
development;mrmr;xgboost_tree;ensemble.1.1;0;10.8623650765318;0.87803852558136;0.516302316932213
development;mrmr;xgboost_tree;ensemble.1.1;1;10.8623650765318;0.0644337013363838;0.516302316932213
development;mrmr;xgboost_tree;ensemble.1.1;2;10.8623650765318;0.0575277619063854;0.516302316932213
development;mrmr;xgboost_tree;ensemble.1.1;0;10.9227405247813;0.87803852558136;0.515724668485469
development;mrmr;xgboost_tree;ensemble.1.1;1;10.9227405247813;0.0644337013363838;0.515724668485469
development;mrmr;xgboost_tree;ensemble.1.1;2;10.9227405247813;0.0575277619063854;0.515724668485469
development;mrmr;xgboost_tree;ensemble.1.1;0;10.9698410809555;0.87803852558136;0.51656748636588
development;mrmr;xgboost_tree;ensemble.1.1;1;10.9698410809555;0.0644337013363838;0.51656748636588
development;mrmr;xgboost_tree;ensemble.1.1;2;10.9698410809555;0.0575277619063854;0.51656748636588
development;mrmr;xgboost_tree;ensemble.1.1;0;11.009551009075;0.87803852558136;0.516295844723838
development;mrmr;xgboost_tree;ensemble.1.1;1;11.009551009075;0.0644337013363838;0.516295844723838
development;mrmr;xgboost_tree;ensemble.1.1;2;11.009551009075;0.0575277619063854;0.516295844723838
development;mrmr;xgboost_tree;ensemble.1.1;0;11.0466689521845;0.87803852558136;0.515391707519421
development;mrmr;xgboost_tree;ensemble.1.1;1;11.0466689521845;0.0644337013363838;0.515391707519421
development;mrmr;xgboost_tree;ensemble.1.1;2;11.0466689521845;0.0575277619063854;0.515391707519421
development;mrmr;xgboost_tree;ensemble.1.1;0;11.0838851158956;0.87803852558136;0.515325001006224
development;mrmr;xgboost_tree;ensemble.1.1;1;11.0838851158956;0.0644337013363838;0.515325001006224
development;mrmr;xgboost_tree;ensemble.1.1;2;11.0838851158956;0.0575277619063854;0.515325001006224
development;mrmr;xgboost_tree;ensemble.1.1;0;11.1236474598169;0.87803852558136;0.514411028670312
development;mrmr;xgboost_tree;ensemble.1.1;1;11.1236474598169;0.0644337013363838;0.514411028670312
development;mrmr;xgboost_tree;ensemble.1.1;2;11.1236474598169;0.0575277619063854;0.514411028670312
development;mrmr;xgboost_tree;ensemble.1.1;0;11.1684039435572;0.87803852558136;0.514438706764006
development;mrmr;xgboost_tree;ensemble.1.1;1;11.1684039435572;0.0644337013363838;0.514438706764006
development;mrmr;xgboost_tree;ensemble.1.1;2;11.1684039435572;0.0575277619063854;0.514438706764006
development;mrmr;xgboost_tree;ensemble.1.1;0;11.220602526725;0.87803852558136;0.513186950149224
development;mrmr;xgboost_tree;ensemble.1.1;1;11.220602526725;0.0644337013363838;0.513186950149224
development;mrmr;xgboost_tree;ensemble.1.1;2;11.220602526725;0.0575277619063854;0.513186950149224
development;mrmr;xgboost_tree;ensemble.1.1;0;11.282691168929;0.87803852558136;0.513282088775104
development;mrmr;xgboost_tree;ensemble.1.1;1;11.282691168929;0.0644337013363838;0.513282088775104
development;mrmr;xgboost_tree;ensemble.1.1;2;11.282691168929;0.0575277619063854;0.513282088775104
development;mrmr;xgboost_tree;ensemble.1.1;0;11.357117829778;0.87803852558136;0.510267175297573
development;mrmr;xgboost_tree;ensemble.1.1;1;11.357117829778;0.0644337013363838;0.510267175297573
development;mrmr;xgboost_tree;ensemble.1.1;2;11.357117829778;0.0575277619063854;0.510267175297573
development;mrmr;xgboost_tree;ensemble.1.1;0;11.4463304688806;0.87803852558136;0.511098135922121
development;mrmr;xgboost_tree;ensemble.1.1;1;11.4463304688806;0.0644337013363838;0.511098135922121
development;mrmr;xgboost_tree;ensemble.1.1;2;11.4463304688806;0.0575277619063854;0.511098135922121
development;mrmr;xgboost_tree;ensemble.1.1;0;11.5527770458454;0.0807799957692623;0.510261552835461
development;mrmr;xgboost_tree;ensemble.1.1;1;11.5527770458454;0.724590361118317;0.510261552835461
development;mrmr;xgboost_tree;ensemble.1.1;2;11.5527770458454;0.22922246158123;0.510261552835461
development;mrmr;xgboost_tree;ensemble.1.1;0;11.6789055202811;0.0807799957692623;0.507087535633654
development;mrmr;xgboost_tree;ensemble.1.1;1;11.6789055202811;0.724590361118317;0.507087535633654
development;mrmr;xgboost_tree;ensemble.1.1;2;11.6789055202811;0.22922246158123;0.507087535633654
development;mrmr;xgboost_tree;ensemble.1.1;0;11.8271638517964;0.0807799957692623;0.501238100211625
development;mrmr;xgboost_tree;ensemble.1.1;1;11.8271638517964;0.724590361118317;0.501238100211625
development;mrmr;xgboost_tree;ensemble.1.1;2;11.8271638517964;0.22922246158123;0.501238100211625
development;mrmr;xgboost_tree;ensemble.1.1;0;12;0.0807799957692623;0.49679458405997
development;mrmr;xgboost_tree;ensemble.1.1;1;12;0.724590361118317;0.49679458405997
development;mrmr;xgboost_tree;ensemble.1.1;2;12;0.22922246158123;0.49679458405997
validation;mrmr;xgboost_tree;ensemble.1.1;0;0;0.898254185914993;0.490987954585687
validation;mrmr;xgboost_tree;ensemble.1.1;1;0;0.0531825087964535;0.490987954585687
validation;mrmr;xgboost_tree;ensemble.1.1;2;0;0.0485633164644241;0.490987954585687
validation;mrmr;xgboost_tree;ensemble.1.1;0;0.069397104947768;0.898254185914993;0.501446799399084
validation;mrmr;xgboost_tree;ensemble.1.1;1;0.069397104947768;0.0531825087964535;0.501446799399084
validation;mrmr;xgboost_tree;ensemble.1.1;2;0.069397104947768;0.0485633164644241;0.501446799399084
validation;mrmr;xgboost_tree;ensemble.1.1;0;0.360058309037901;0.898254185914993;0.524115199436797
validation;mrmr;xgboost_tree;ensemble.1.1;1;0.360058309037901;0.0531825087964535;0.524115199436797
validation;mrmr;xgboost_tree;ensemble.1.1;2;0.360058309037901;0.0485633164644241;0.524115199436797
validation;mrmr;xgboost_tree;ensemble.1.1;0;0.845241636846324;0.898254185914993;0.613546944617797
validation;mrmr;xgboost_tree;ensemble.1.1;1;0.845241636846324;0.0531825087964535;0.613546944617797
validation;mrmr;xgboost_tree;ensemble.1.1;2;0.845241636846324;0.0485633164644241;0.613546944617797
validation;mrmr;xgboost_tree;ensemble.1.1;0;1.49013166282756;0.898254185914993;0.659972510773413
validation;mrmr;xgboost_tree;ensemble.1.1;1;1.49013166282756;0.0531825087964535;0.659972510773413
validation;mrmr;xgboost_tree;ensemble.1.1;2;1.49013166282756;0.0485633164644241;0.659972510773413
validation;mrmr;xgboost_tree;ensemble.1.1;0;2.25991296143614;0.898254185914993;0.683505305627638
validation;mrmr;xgboost_tree;ensemble.1.1;1;2.25991296143614;0.0531825087964535;0.683505305627638
validation;mrmr;xgboost_tree;ensemble.1.1;2;2.25991296143614;0.0485633164644241;0.683505305627638
validation;mrmr;xgboost_tree;ensemble.1.1;0;3.11977010712656;0.898254185914993;0.671454103742321
validation;mrmr;xgboost_tree;ensemble.1.1;1;3.11977010712656;0.0531825087964535;0.671454103742321
validation;mrmr;xgboost_tree;ensemble.1.1;2;3.11977010712656;0.0485633164644241;0.671454103742321
validation;mrmr;xgboost_tree;ensemble.1.1;0;4.03488767435337;0.898254185914993;0.63392929703063
validation;mrmr;xgboost_tree;ensemble.1.1;1;4.03488767435337;0.0531825087964535;0.63392929703063
validation;mrmr;xgboost_tree;ensemble.1.1;2;4.03488767435337;0.0485633164644241;0.63392929703063
validation;mrmr;xgboost_tree;ensemble.1.1;0;4.97045023757108;0.898254185914993;0.614658680015234
validation;mrmr;xgboost_tree;ensemble.1.1;1;4.97045023757108;0.0531825087964535;0.614658680015234
validation;mrmr;xgboost_tree;ensemble.1.1;2;4.97045023757108;0.0485633164644241;0.614658680015234
validation;mrmr;xgboost_tree;ensemble.1.1;0;5.89164237123421;0.898254185914993;0.575871913974429
validation;mrmr;xgboost_tree;ensemble.1.1;1;5.89164237123421;0.0531825087964535;0.575871913974429
validation;mrmr;xgboost_tree;ensemble.1.1;2;5.89164237123421;0.0485633164644241;0.575871913974429
validation;mrmr;xgboost_tree;ensemble.1.1;0;6.76364864979728;0.898254185914993;0.574680977717699
validation;mrmr;xgboost_tree;ensemble.1.1;1;6.76364864979728;0.0531825087964535;0.574680977717699
validation;mrmr;xgboost_tree;ensemble.1.1;2;6.76364864979728;0.0485633164644241;0.574680977717699
validation;mrmr;xgboost_tree;ensemble.1.1;0;7.55165364771481;0.898254185914993;0.562750696584419
validation;mrmr;xgboost_tree;ensemble.1.1;1;7.55165364771481;0.0531825087964535;0.562750696584419
validation;mrmr;xgboost_tree;ensemble.1.1;2;7.55165364771481;0.0485633164644241;0.562750696584419
validation;mrmr;xgboost_tree;ensemble.1.1;0;8.22084193944133;0.898254185914993;0.538973781130844
validation;mrmr;xgboost_tree;ensemble.1.1;1;8.22084193944133;0.0531825087964535;0.538973781130844
validation;mrmr;xgboost_tree;ensemble.1.1;2;8.22084193944133;0.0485633164644241;0.538973781130844
validation;mrmr;xgboost_tree;ensemble.1.1;0;8.74923194322849;0.898254185914993;0.527887106357342
validation;mrmr;xgboost_tree;ensemble.1.1;1;8.74923194322849;0.0531825087964535;0.527887106357342
validation;mrmr;xgboost_tree;ensemble.1.1;2;8.74923194322849;0.0485633164644241;0.527887106357342
validation;mrmr;xgboost_tree;ensemble.1.1;0;9.19427704442877;0.898254185914993;0.517613471916204
validation;mrmr;xgboost_tree;ensemble.1.1;1;9.19427704442877;0.0531825087964535;0.517613471916204
validation;mrmr;xgboost_tree;ensemble.1.1;2;9.19427704442877;0.0485633164644241;0.517613471916204
validation;mrmr;xgboost_tree;ensemble.1.1;0;9.57300812869921;0.898254185914993;0.513077912445174
validation;mrmr;xgboost_tree;ensemble.1.1;1;9.57300812869921;0.0531825087964535;0.513077912445174
validation;mrmr;xgboost_tree;ensemble.1.1;2;9.57300812869921;0.0485633164644241;0.513077912445174
validation;mrmr;xgboost_tree;ensemble.1.1;0;9.89131843213476;0.898254185914993;0.513160881393237
validation;mrmr;xgboost_tree;ensemble.1.1;1;9.89131843213476;0.0531825087964535;0.513160881393237
validation;mrmr;xgboost_tree;ensemble.1.1;2;9.89131843213476;0.0485633164644241;0.513160881393237
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.1551011908304;0.898254185914993;0.510533480869152
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.1551011908304;0.0531825087964535;0.510533480869152
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.1551011908304;0.0485633164644241;0.510533480869152
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.3702496408809;0.896415233612061;0.510420124921834
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.3702496408809;0.0542059987783432;0.510420124921834
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.3702496408809;0.0493787843734026;0.510420124921834
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.5426570183814;0.896415233612061;0.514624177328538
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.5426570183814;0.0542059987783432;0.514624177328538
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.5426570183814;0.0493787843734026;0.514624177328538
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.6782165594268;0.896415233612061;0.515848514159979
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.6782165594268;0.0542059987783432;0.515848514159979
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.6782165594268;0.0493787843734026;0.515848514159979
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.7828215001119;0.87803852558136;0.516545196991361
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.7828215001119;0.0644337013363838;0.516545196991361
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.7828215001119;0.0575277619063854;0.516545196991361
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.8623650765318;0.87803852558136;0.516302316932213
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.8623650765318;0.0644337013363838;0.516302316932213
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.8623650765318;0.0575277619063854;0.516302316932213
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.9227405247813;0.87803852558136;0.515724668485469
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.9227405247813;0.0644337013363838;0.515724668485469
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.9227405247813;0.0575277619063854;0.515724668485469
validation;mrmr;xgboost_tree;ensemble.1.1;0;10.9698410809555;0.87803852558136;0.51656748636588
validation;mrmr;xgboost_tree;ensemble.1.1;1;10.9698410809555;0.0644337013363838;0.51656748636588
validation;mrmr;xgboost_tree;ensemble.1.1;2;10.9698410809555;0.0575277619063854;0.51656748636588
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.009551009075;0.87803852558136;0.516295844723838
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.009551009075;0.0644337013363838;0.516295844723838
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.009551009075;0.0575277619063854;0.516295844723838
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.0466689521845;0.87803852558136;0.515391707519421
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.0466689521845;0.0644337013363838;0.515391707519421
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.0466689521845;0.0575277619063854;0.515391707519421
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.0838851158956;0.87803852558136;0.515325001006224
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.0838851158956;0.0644337013363838;0.515325001006224
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.0838851158956;0.0575277619063854;0.515325001006224
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.1236474598169;0.87803852558136;0.514411028670312
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.1236474598169;0.0644337013363838;0.514411028670312
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.1236474598169;0.0575277619063854;0.514411028670312
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.1684039435572;0.87803852558136;0.514438706764006
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.1684039435572;0.0644337013363838;0.514438706764006
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.1684039435572;0.0575277619063854;0.514438706764006
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.220602526725;0.87803852558136;0.513186950149224
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.220602526725;0.0644337013363838;0.513186950149224
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.220602526725;0.0575277619063854;0.513186950149224
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.282691168929;0.87803852558136;0.513282088775104
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.282691168929;0.0644337013363838;0.513282088775104
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.282691168929;0.0575277619063854;0.513282088775104
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.357117829778;0.87803852558136;0.510267175297573
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.357117829778;0.0644337013363838;0.510267175297573
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.357117829778;0.0575277619063854;0.510267175297573
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.4463304688806;0.87803852558136;0.511098135922121
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.4463304688806;0.0644337013363838;0.511098135922121
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.4463304688806;0.0575277619063854;0.511098135922121
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.5527770458454;0.0807799957692623;0.510261552835461
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.5527770458454;0.724590361118317;0.510261552835461
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.5527770458454;0.22922246158123;0.510261552835461
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.6789055202811;0.0807799957692623;0.507087535633654
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.6789055202811;0.724590361118317;0.507087535633654
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.6789055202811;0.22922246158123;0.507087535633654
validation;mrmr;xgboost_tree;ensemble.1.1;0;11.8271638517964;0.0807799957692623;0.501238100211625
validation;mrmr;xgboost_tree;ensemble.1.1;1;11.8271638517964;0.724590361118317;0.501238100211625
validation;mrmr;xgboost_tree;ensemble.1.1;2;11.8271638517964;0.22922246158123;0.501238100211625
validation;mrmr;xgboost_tree;ensemble.1.1;0;12;0.0807799957692623;0.49679458405997
validation;mrmr;xgboost_tree;ensemble.1.1;1;12;0.724590361118317;0.49679458405997
validation;mrmr;xgboost_tree;ensemble.1.1;2;12;0.22922246158123;0.49679458405997
